replication,country_balance,physical_balance,scale_gap,direction_reversal
3029,-0.3978947368,-0.5763463979,0.178451661,False
3030,-0.3094736842,-0.7820740289,0.4726003447,False
3031,-0.1873684211,-0.5627262269,0.3753578058,False
3032,-0.4063157895,-0.5848315135,0.1785157241,False
3033,-0.28,-0.686181502,0.406181502,False
3034,-0.2168421053,-0.5332761994,0.3164340941,False
3035,-0.2505263158,-0.5098516889,0.2593253731,False
3036,-0.2252631579,-0.469266803,0.2440036451,False
3037,-0.2631578947,-0.4217681023,0.1586102076,False
3038,-0.2589473684,-0.1759175826,-0.08302978581,False
3039,-0.2842105263,-0.5372648776,0.2530543513,False
3040,-0.2757894737,-0.6426687594,0.3668792857,False
3041,-0.3810526316,-0.4709059735,0.08985334191,False
3042,-0.3305263158,-0.6788220092,0.3482956934,False
3043,-0.2336842105,-0.6140667554,0.3803825449,False
3044,-0.1536842105,-0.4259948414,0.2723106308,False
3045,-0.3515789474,-0.74378047,0.3922015226,False
3046,-0.1873684211,-0.1691633587,-0.01820506239,False
3047,-0.2252631579,-0.1917699976,-0.03349316034,False
3048,-0.2336842105,-0.2414167798,0.007732569236,False
3049,-0.4231578947,-0.755071911,0.3319140163,False
3050,-0.3094736842,-0.529402097,0.2199284128,False
3051,-0.4652631579,-0.7675842181,0.3023210602,False
3052,-0.2884210526,-0.6300951791,0.3416741264,False
3053,-0.2084210526,-0.2814982919,0.07307723931,False
3054,-0.1957894737,-0.3980803763,0.2022909026,False
3055,-0.3431578947,-0.6909232205,0.3477653257,False
3056,-0.1957894737,-0.1286450208,-0.06714445286,False
3057,-0.3221052632,-0.6782918429,0.3561865797,False
3058,-0.4273684211,-0.8008334858,0.3734650647,False
3059,-0.2421052632,-0.1600812151,-0.08202404801,False
3060,-0.28,-0.5525598296,0.2725598296,False
3061,-0.2,-0.5556358379,0.3556358379,False
3062,-0.2673684211,-0.5817304507,0.3143620296,False
3063,-0.2126315789,-0.5542207942,0.3415892152,False
3064,-0.4231578947,-0.7499275444,0.3267696497,False
3065,-0.28,-0.5606399878,0.2806399878,False
3066,-0.3221052632,-0.4567265044,0.1346212413,False
3067,-0.2589473684,-0.7319721519,0.4730247835,False
3068,-0.3936842105,-0.765378482,0.3716942714,False
3069,-0.2926315789,-0.4482550425,0.1556234636,False
3070,-0.2884210526,-0.2055087692,-0.08291228342,False
3071,-0.2842105263,-0.6126489958,0.3284384695,False
3072,-0.2378947368,-0.7046886794,0.4667939426,False
3073,-0.2294736842,-0.3557251709,0.1262514867,False
3074,-0.2673684211,-0.1998909045,-0.06747751657,False
3075,-0.3178947368,-0.4238744817,0.1059797449,False
3076,-0.2505263158,-0.6197352913,0.3692089755,False
3077,-0.2421052632,-0.6272465347,0.3851412716,False
3078,-0.1452631579,-0.362375066,0.2171119081,False
3079,-0.2547368421,-0.2099832845,-0.04475355758,False
3080,-0.2463157895,-0.5288132622,0.2824974728,False
3081,-0.3347368421,-0.6954782419,0.3607413997,False
3082,-0.2294736842,-0.1973121615,-0.03216152274,False
3083,-0.3347368421,-0.5759372243,0.2412003822,False
3084,-0.1578947368,-0.4110215983,0.2531268615,False
3085,-0.3515789474,-0.739247223,0.3876682756,False
3086,-0.3010526316,-0.6826635958,0.3816109643,False
3087,-0.3515789474,-0.6361343179,0.2845553705,False
3088,-0.2884210526,-0.5665682651,0.2781472124,False
3089,-0.2926315789,-0.3416447159,0.04901313695,False
3090,-0.2884210526,-0.6309138592,0.3424928066,False
3091,-0.3642105263,-0.807261886,0.4430513597,False
3092,-0.3178947368,-0.382147851,0.06425311419,False
3093,-0.2463157895,-0.4807589819,0.2344431924,False
3094,-0.2589473684,-0.494797026,0.2358496575,False
3095,-0.3768421053,-0.7235532654,0.3467111602,False
3096,-0.1326315789,-0.4808600326,0.3482284536,False
3097,-0.2168421053,-0.436583021,0.2197409158,False
3098,-0.2421052632,-0.5165691788,0.2744639156,False
3099,-0.2505263158,-0.5623682994,0.3118419836,False
3100,-0.28,-0.6375807567,0.3575807567,False
3101,-0.3684210526,-0.7175139149,0.3490928623,False
3102,-0.2631578947,-0.5919349245,0.3287770297,False
3103,-0.28,-0.7039375963,0.4239375963,False
3104,-0.1073684211,-0.4349074169,0.3275389959,False
3105,-0.2421052632,-0.5446162424,0.3025109793,False
3106,-0.3305263158,-0.4642190918,0.133692776,False
3107,-0.3010526316,-0.4931963828,0.1921437513,False
3108,-0.1621052632,-0.3163951344,0.1542898712,False
3109,-0.3557894737,-0.7272705807,0.3714811071,False
3110,-0.1915789474,-0.3786458329,0.1870668855,False
3111,-0.1705263158,-0.5578921878,0.387365872,False
3112,-0.2336842105,-0.1850119798,-0.04867223074,False
3113,-0.2631578947,-0.5260946724,0.2629367777,False
3114,-0.3263157895,-0.5951382574,0.2688224679,False
3115,-0.06526315789,-0.3870041355,0.3217409776,False
3116,-0.3515789474,-0.7930079329,0.4414289855,False
3117,-0.2505263158,-0.06841795861,-0.1821083572,False
3118,-0.2757894737,-0.6264144313,0.3506249576,False
3119,-0.3642105263,-0.7466963616,0.3824858353,False
3120,-0.2378947368,-0.2291037667,-0.008790970137,False
3121,-0.3094736842,-0.6291299808,0.3196562966,False
3122,-0.1873684211,-0.1624765741,-0.02489184692,False
3123,-0.4821052632,-0.8856255921,0.4035203289,False
3124,-0.2378947368,-0.2629203291,0.0250255923,False
3125,-0.2378947368,-0.4653831514,0.2274884146,False
3126,-0.2673684211,-0.6462267289,0.3788583079,False
3127,-0.2505263158,-0.6479841705,0.3974578548,False
3128,-0.1957894737,-0.4208964794,0.2251070057,False
3129,-0.2168421053,-0.5600536449,0.3432115396,False
3130,-0.4063157895,-0.7693321825,0.363016393,False
3131,-0.3178947368,-0.5435541628,0.2256594259,False
3132,-0.09052631579,0.001433890483,-0.09196020627,True
3133,-0.1663157895,-0.1377901952,-0.02852559427,False
3134,-0.2589473684,-0.2965470421,0.03759967371,False
3135,-0.1242105263,-0.1108392887,-0.01337123758,False
3136,-0.3136842105,-0.6633347401,0.3496505295,False
3137,-0.2715789474,-0.4995386791,0.2279597318,False
3138,-0.2294736842,-0.366420129,0.1369464448,False
3139,-0.3515789474,-0.4750039688,0.1234250215,False
3140,-0.2378947368,-0.4403827232,0.2024879864,False
3141,-0.3094736842,-0.7138389745,0.4043652903,False
3142,-0.1705263158,-0.5054981828,0.334971867,False
3143,-0.2336842105,-0.599738425,0.3660542145,False
3144,-0.3347368421,-0.6754522087,0.3407153665,False
3145,-0.2589473684,-0.6751885029,0.4162411345,False
3146,-0.3010526316,-0.3460087092,0.04495607766,False
3147,-0.2505263158,-0.1532793692,-0.09724694659,False
3148,-0.4652631579,-0.7666730034,0.3014098455,False
3149,-0.1915789474,-0.1196765995,-0.07190234786,False
3150,-0.3178947368,-0.1844654599,-0.1334292769,False
3151,-0.4568421053,-0.7248887222,0.2680466169,False
3152,-0.3178947368,-0.6428617964,0.3249670595,False
3153,-0.2842105263,-0.4899565561,0.2057460298,False
3154,-0.2715789474,-0.4377813371,0.1662023897,False
3155,-0.1284210526,-0.04754927044,-0.0808717822,False
3156,-0.3010526316,-0.6396914246,0.338638793,False
3157,-0.1578947368,-0.0850258643,-0.07286887254,False
3158,-0.1326315789,-0.1074463489,-0.02518523002,False
3159,-0.2463157895,-0.6778843909,0.4315686014,False
3160,-0.2505263158,-0.7116107268,0.461084411,False
3161,-0.1410526316,-0.04846799455,-0.09258463703,False
3162,-0.2336842105,-0.6461173581,0.4124331475,False
3163,-0.3726315789,-0.5104313291,0.1377997501,False
3164,-0.44,-0.8335689201,0.3935689201,False
3165,-0.2589473684,-0.4731336649,0.2141862965,False
3166,-0.3557894737,-0.7558533643,0.4000638906,False
3167,-0.3347368421,-0.5909256797,0.2561888376,False
3168,-0.2757894737,-0.1801372056,-0.09565226807,False
3169,-0.2547368421,-0.7276968074,0.4729599653,False
3170,-0.2884210526,-0.5957895931,0.3073685404,False
3171,-0.3136842105,-0.3260636671,0.01237945653,False
3172,-0.4484210526,-0.8042102385,0.3557891859,False
3173,-0.1578947368,-0.3994794388,0.241584702,False
3174,-0.2042105263,-0.2180039936,0.01379346725,False
3175,-0.2884210526,-0.6097062176,0.321285165,False
3176,-0.3557894737,-0.6187263593,0.2629368856,False
3177,-0.3347368421,-0.6811966391,0.346459797,False
3178,-0.2168421053,-0.4397358483,0.2228937431,False
3179,-0.3010526316,-0.6154783151,0.3144256835,False
3180,-0.2336842105,-0.6854028067,0.4517185962,False
3181,-0.2631578947,-0.1239943212,-0.1391635735,False
3182,-0.3178947368,-0.4551942842,0.1372995474,False
3183,-0.3094736842,-0.3873833876,0.07790970342,False
3184,-0.3221052632,-0.5488545248,0.2267492616,False
3185,-0.4357894737,-0.6688359287,0.233046455,False
3186,-0.1663157895,-0.4524398797,0.2861240902,False
3187,-0.1915789474,-0.3597453815,0.1681664342,False
3188,-0.1915789474,-0.3183612266,0.1267822792,False
3189,-0.2505263158,-0.4510035423,0.2004772265,False
3190,-0.2842105263,-0.2223016083,-0.06190891806,False
3191,-0.3221052632,-0.7479616182,0.4258563551,False
3192,-0.2210526316,-0.5395475089,0.3184948774,False
3193,-0.1073684211,-0.1966737876,0.08930536657,False
3194,-0.1368421053,-0.01561576491,-0.1212263404,False
3195,-0.1957894737,-0.09503040614,-0.1007590675,False
3196,-0.36,-0.6685292997,0.3085292997,False
3197,-0.2084210526,-0.562205484,0.3537844314,False
3198,-0.2884210526,-0.5327560156,0.2443349629,False
3199,-0.2463157895,-0.6539545419,0.4076387524,False
3200,-0.2884210526,-0.6635841242,0.3751630715,False
3201,-0.4442105263,-0.7260975149,0.2818869886,False
3202,-0.3178947368,-0.577155898,0.2592611611,False
3203,-0.1873684211,-0.4581919704,0.2708235494,False
3204,-0.3263157895,-0.7931693591,0.4668535696,False
3205,-0.2126315789,-0.4522170802,0.2395855013,False
3206,-0.4147368421,-0.6532936423,0.2385568002,False
3207,-0.1915789474,-0.4079090841,0.2163301368,False
3208,-0.1915789474,-0.3984913142,0.2069123668,False
3209,-0.1494736842,-0.3013636902,0.151890006,False
3210,-0.3052631579,-0.5279616474,0.2226984895,False
3211,-0.3052631579,-0.3153630716,0.01009991372,False
3212,-0.1915789474,-0.508663647,0.3170846997,False
3213,-0.2378947368,-0.4719704844,0.2340757476,False
3214,-0.2168421053,-0.2247827583,0.007940653022,False
3215,-0.3052631579,-0.5823881843,0.2771250264,False
3216,-0.3263157895,-0.6122189393,0.2859031498,False
3217,-0.4021052632,-0.6711845634,0.2690793003,False
3218,-0.2421052632,-0.3495179489,0.1074126858,False
3219,-0.2589473684,-0.6358493861,0.3769020176,False
3220,-0.2210526316,-0.4986228174,0.2775701858,False
3221,-0.2336842105,-0.1703050606,-0.06337914996,False
3222,-0.28,-0.3067643597,0.02676435971,False
3223,-0.4442105263,-0.8226617166,0.3784511903,False
3224,-0.2168421053,-0.4492828284,0.2324407231,False
3225,-0.1284210526,-0.02378880337,-0.1046322493,False
3226,-0.1873684211,-0.6242066239,0.4368382029,False
3227,-0.3978947368,-0.6239801663,0.2260854295,False
3228,-0.2084210526,-0.4083323728,0.1999113201,False
3229,-0.2715789474,-0.1834646602,-0.08811428718,False
3230,-0.1284210526,-0.175411353,0.04699030034,False
3231,-0.2589473684,-0.2310856387,-0.02786172973,False
3232,-0.2336842105,-0.6511805679,0.4174963574,False
3233,-0.4315789474,-0.6186212917,0.1870423443,False
3234,-0.4189473684,-0.7949381985,0.3759908301,False
3235,-0.2210526316,-0.2271277845,0.006075152936,False
3236,-0.3894736842,-0.5112437564,0.1217700722,False
3237,-0.1915789474,-0.4499697131,0.2583907657,False
3238,-0.3136842105,-0.4057953249,0.09211111442,False
3239,-0.2757894737,-0.173472937,-0.1023165367,False
3240,-0.2968421053,-0.2496907871,-0.04715131814,False
3241,-0.3473684211,-0.3770477097,0.0296792886,False
3242,-0.1915789474,-0.1998355845,0.008256637101,False
3243,-0.3178947368,-0.51469939,0.1968046532,False
3244,-0.3515789474,-0.5494738671,0.1978949197,False
3245,-0.4568421053,-0.7572688475,0.3004267423,False
3246,-0.1789473684,-0.3384574121,0.1595100437,False
3247,-0.1494736842,-0.5131076482,0.363633964,False
3248,-0.4147368421,-0.6398069781,0.225070136,False
3249,-0.3852631579,-0.2826293696,-0.1026337883,False
3250,-0.2336842105,-0.529404029,0.2957198184,False
3251,-0.2421052632,-0.4039072161,0.1618019529,False
3252,-0.3178947368,-0.2960750825,-0.02181965432,False
3253,-0.2126315789,-0.1741241168,-0.03850746211,False
3254,-0.2378947368,-0.3682852034,0.1303904666,False
3255,-0.1705263158,-0.5358340963,0.3653077806,False
3256,-0.3136842105,-0.4930510027,0.1793667922,False
3257,-0.3431578947,-0.6810173202,0.3378594255,False
3258,-0.3726315789,-0.8010422029,0.4284106239,False
3259,-0.2505263158,-0.2972943435,0.0467680277,False
3260,-0.3642105263,-0.6714377599,0.3072272336,False
3261,-0.1873684211,-0.2574249912,0.07005657015,False
3262,-0.1368421053,-0.3503565335,0.2135144282,False
3263,-0.2631578947,-0.5389252294,0.2757673347,False
3264,-0.2926315789,-0.5307959595,0.2381643806,False
3265,-0.3094736842,-0.5383134662,0.228839782,False
3266,-0.3557894737,-0.4868981634,0.1311086897,False
3267,-0.2757894737,-0.7164874658,0.4406979921,False
3268,-0.2589473684,-0.24603391,-0.01291345839,False
3269,-0.1326315789,-0.2501594951,0.1175279162,False
3270,-0.2631578947,-0.5108578683,0.2476999736,False
3271,-0.2378947368,-0.6400154514,0.4021207146,False
3272,-0.1663157895,-0.2631410818,0.09682529229,False
3273,-0.3515789474,-0.4731683692,0.1215894218,False
3274,-0.3221052632,-0.5771443233,0.2550390601,False
3275,-0.2547368421,-0.4215740646,0.1668372225,False
3276,-0.4484210526,-0.7167276902,0.2683066375,False
3277,-0.1326315789,-0.1997301631,0.06709858412,False
3278,-0.2126315789,-0.2187843384,0.006152759458,False
3279,-0.1157894737,-0.1618605288,0.04607105516,False
3280,-0.3642105263,-0.6857607319,0.3215502056,False
3281,-0.3052631579,-0.6393492935,0.3340861356,False
3282,-0.3347368421,-0.6284818427,0.2937450006,False
3283,-0.1915789474,-0.5931930803,0.4016141329,False
3284,-0.2294736842,-0.2577875235,0.02831383925,False
3285,-0.3684210526,-0.2887744457,-0.07964660696,False
3286,-0.3894736842,-0.7875575106,0.3980838264,False
3287,-0.2631578947,-0.1799401069,-0.08321778785,False
3288,-0.1873684211,-0.1521507149,-0.03521770616,False
3289,-0.1705263158,-0.08481156056,-0.08571475523,False
3290,-0.2589473684,-0.2461896981,-0.01275767031,False
3291,-0.2968421053,-0.4784385827,0.1815964774,False
3292,-0.09473684211,-0.1841498695,0.08941302741,False
3293,-0.2210526316,-0.6210407132,0.3999880816,False
3294,-0.2252631579,-0.3520317441,0.1267685862,False
3295,-0.3178947368,-0.2834647709,-0.03442996593,False
3296,-0.3642105263,-0.5275262733,0.163315747,False
3297,-0.2294736842,-0.603222818,0.3737491338,False
3298,-0.2926315789,-0.2316973775,-0.06093420146,False
3299,-0.1747368421,-0.2023687217,0.02763187956,False
3300,-0.3389473684,-0.6980806889,0.3591333205,False
3301,-0.2673684211,-0.3874405614,0.1200721403,False
3302,-0.3852631579,-0.7030457424,0.3177825845,False
3303,-0.2631578947,-0.1773691509,-0.08578874388,False
3304,-0.3010526316,-0.6278399718,0.3267873402,False
3305,-0.2715789474,-0.2973956988,0.02581675143,False
3306,-0.2926315789,-0.6091528905,0.3165213116,False
3307,-0.3347368421,-0.4959986192,0.1612617771,False
3308,-0.1326315789,-0.04200114749,-0.09063043145,False
3309,-0.3263157895,-0.6603046853,0.3339888959,False
3310,-0.2547368421,-0.4245598503,0.1698230082,False
3311,-0.2631578947,-0.2633760062,0.0002181115013,False
3312,-0.1957894737,-0.5235522732,0.3277627995,False
3313,-0.1915789474,-0.558679259,0.3671003116,False
3314,-0.1957894737,-0.17268497,-0.02310450369,False
3315,-0.2968421053,-0.5748293015,0.2779871963,False
3316,-0.3389473684,-0.6703426599,0.3313952915,False
3317,-0.2,-0.1395519,-0.06044810002,False
3318,-0.2084210526,-0.4730614563,0.2646404037,False
3319,-0.2505263158,-0.3005761502,0.05004983442,False
3320,-0.1873684211,-0.08068446809,-0.106683953,False
3321,-0.2505263158,-0.6410364202,0.3905101044,False
3322,-0.3473684211,-0.3283617395,-0.01900668153,False
3323,-0.2294736842,-0.3017697486,0.07229606444,False
3324,-0.3936842105,-0.7297888929,0.3361046824,False
3325,-0.2757894737,-0.7085962253,0.4328067516,False
3326,-0.1452631579,-0.2235634313,0.07830027338,False
3327,-0.1705263158,-0.05039532792,-0.1201309879,False
3328,-0.2252631579,-0.1740987233,-0.0511644346,False
3329,-0.3052631579,-0.6017635844,0.2965004265,False
3330,-0.4947368421,-0.7158836264,0.2211467843,False
3331,-0.1663157895,-0.363114615,0.1967988255,False
3332,-0.3852631579,-0.8252994964,0.4400363385,False
3333,-0.3136842105,-0.7479426072,0.4342583966,False
3334,-0.3178947368,-0.7642601982,0.4463654614,False
3335,-0.28,-0.1491670791,-0.1308329209,False
3336,-0.1915789474,-0.4603142191,0.2687352717,False
3337,-0.2168421053,-0.2114753982,-0.005366707028,False
3338,-0.4105263158,-0.6446229247,0.2340966089,False
3339,-0.3094736842,-0.4930887529,0.1836150687,False
3340,-0.2421052632,-0.3715925682,0.1294873051,False
3341,-0.2631578947,-0.7293916039,0.4662337092,False
3342,-0.1747368421,-0.1652608972,-0.009475944858,False
3343,-0.1621052632,-0.3602426484,0.1981373852,False
3344,-0.3094736842,-0.5520320032,0.242558319,False
3345,-0.1157894737,-0.4487310146,0.3329415409,False
3346,-0.2673684211,-0.3292169375,0.06184851642,False
3347,-0.09052631579,-0.06446887113,-0.02605744466,False
3348,-0.2336842105,-0.1357084324,-0.09797577809,False
3349,-0.2757894737,-0.2554730407,-0.02031643294,False
3350,-0.2757894737,-0.4891324153,0.2133429416,False
3351,-0.1326315789,-0.5025400461,0.3699084672,False
3352,-0.1494736842,-0.5745851954,0.4251115112,False
3353,-0.2715789474,-0.7192039918,0.4476250445,False
3354,-0.4063157895,-0.4764285402,0.07011275069,False
3355,-0.2463157895,-0.5845759664,0.3382601769,False
3356,-0.3852631579,-0.3965264216,0.01126326367,False
3357,-0.3642105263,-0.3699352852,0.005724758893,False
3358,-0.3263157895,-0.7381552513,0.4118394618,False
3359,-0.2336842105,-0.4496547894,0.2159705789,False
3360,-0.3305263158,-0.6717054071,0.3411790914,False
3361,-0.06526315789,0.02200343817,-0.08726659606,True
3362,-0.1663157895,-0.1355165087,-0.0307992808,False
3363,-0.1621052632,-0.4547631563,0.2926578931,False
3364,-0.2336842105,-0.1184315505,-0.11525266,False
3365,-0.1915789474,-0.1987859985,0.007207051148,False
3366,-0.2336842105,-0.4061234362,0.1724392257,False
3367,-0.2631578947,-0.5159854704,0.2528275757,False
3368,-0.2547368421,-0.5490338169,0.2942969748,False
3369,-0.2252631579,-0.4307969174,0.2055337595,False
3370,-0.2547368421,-0.4115065323,0.1567696902,False
3371,-0.3052631579,-0.4482235683,0.1429604104,False
3372,-0.2421052632,-0.1484762543,-0.09362900886,False
3373,-0.1789473684,-0.1092868726,-0.06966049583,False
3374,-0.2884210526,-0.3513779276,0.06295687501,False
3375,-0.3894736842,-0.5691771893,0.1797035051,False
3376,-0.1915789474,-0.4910223465,0.2994433992,False
3377,-0.2252631579,-0.5693251992,0.3440620413,False
3378,-0.28,-0.2469824723,-0.03301752773,False
3379,-0.5115789474,-0.8283109823,0.3167320349,False
3380,-0.4021052632,-0.6751026976,0.2729974344,False
3381,-0.3515789474,-0.7255818012,0.3740028538,False
3382,-0.3347368421,-0.275330495,-0.05940634707,False
3383,-0.1452631579,-0.5216758465,0.3764126886,False
3384,-0.2757894737,-0.3893700945,0.1135806209,False
3385,-0.1789473684,-0.2250629956,0.04611562722,False
3386,-0.3052631579,-0.7776637666,0.4724006088,False
3387,-0.28,-0.310809363,0.03080936295,False
3388,-0.3389473684,-0.6021117155,0.2631643471,False
3389,-0.3852631579,-0.69296467,0.3077015122,False
3390,-0.2547368421,-0.5527971906,0.2980603485,False
3391,-0.3010526316,-0.3320586153,0.03100598375,False
3392,-0.2631578947,-0.5030682568,0.239910362,False
3393,-0.2463157895,-0.5919974051,0.3456816156,False
3394,-0.2715789474,-0.5932535961,0.3216746487,False
3395,-0.2505263158,-0.6634694846,0.4129431688,False
3396,-0.08631578947,0.02242550077,-0.1087412902,True
3397,-0.2421052632,-0.4985415329,0.2564362698,False
3398,-0.2294736842,-0.5135874311,0.2841137469,False
3399,-0.1873684211,-0.485605628,0.2982372069,False
3400,-0.2252631579,-0.418077517,0.1928143591,False
3401,-0.3136842105,-0.6099791543,0.2962949438,False
3402,-0.2084210526,-0.2326067197,0.02418566708,False
3403,-0.4021052632,-0.660689684,0.2585844208,False
3404,-0.2589473684,-0.6977829833,0.4388356148,False
3405,-0.2,-0.2975134111,0.09751341107,False
3406,-0.2842105263,-0.2578281436,-0.02638238275,False
3407,-0.3936842105,-0.6857733595,0.2920891489,False
3408,-0.05684210526,0.01529355312,-0.07213565839,True
3409,-0.2294736842,-0.3304851715,0.1010114873,False
3410,-0.4442105263,-0.5107180971,0.0665075708,False
3411,-0.1578947368,-0.1634521909,0.005557454015,False
3412,-0.3178947368,-0.7520979247,0.4342031879,False
3413,-0.1410526316,-0.07360476421,-0.06744786737,False
3414,-0.1326315789,-0.4488339742,0.3162023953,False
3415,-0.28,-0.7601952393,0.4801952393,False
3416,-0.2463157895,-0.3235606521,0.0772448626,False
3417,-0.09052631579,-0.01550046982,-0.07502584596,False
3418,-0.2294736842,-0.1894640513,-0.04000963294,False
3419,-0.2631578947,-0.4302167068,0.1670588121,False
3420,-0.2252631579,-0.5873161084,0.3620529505,False
3421,-0.2378947368,-0.2083203096,-0.02957442729,False
3422,-0.2547368421,-0.5407357884,0.2859989463,False
3423,-0.2589473684,-0.4505341913,0.1915868229,False
3424,-0.3684210526,-0.7472451607,0.3788241081,False
3425,-0.36,-0.698953942,0.338953942,False
3426,-0.1705263158,-0.1399861806,-0.03054013524,False
3427,-0.01052631579,0.002595666905,-0.01312198269,True
3428,-0.2336842105,-0.6744059232,0.4407217127,False
3429,-0.28,-0.6826676998,0.4026676998,False
3430,-0.2126315789,-0.5974981064,0.3848665274,False
3431,-0.4189473684,-0.6312424032,0.2122950348,False
3432,-0.2126315789,-0.1499479822,-0.06268359678,False
3433,-0.1915789474,-0.01438488831,-0.1771940591,False
3434,-0.2421052632,-0.3568817179,0.1147764547,False
3435,-0.3052631579,-0.6511521234,0.3458889655,False
3436,-0.2042105263,-0.2854473588,0.08123683251,False
3437,-0.3473684211,-0.581431693,0.234063272,False
3438,-0.1368421053,-0.3433652412,0.206523136,False
3439,-0.2336842105,-0.1595311369,-0.07415307362,False
3440,-0.1578947368,-0.07241257534,-0.0854821615,False
3441,-0.1621052632,-0.4371084518,0.2750031887,False
3442,-0.1536842105,-0.4081658757,0.2544816652,False
3443,-0.3557894737,-0.6801903025,0.3244008288,False
3444,-0.2042105263,-0.4235865244,0.2193759981,False
3445,-0.2421052632,-0.7172584665,0.4751532033,False
3446,-0.3094736842,-0.6057079802,0.296234296,False
3447,-0.2084210526,-0.6266109973,0.4181899446,False
3448,-0.3431578947,-0.7528818379,0.4097239432,False
3449,-0.3136842105,-0.3241488452,0.01046463468,False
3450,-0.2421052632,-0.6617385976,0.4196333345,False
3451,-0.07789473684,-0.3953532186,0.3174584818,False
3452,-0.3094736842,-0.7117282827,0.4022545985,False
3453,-0.3684210526,-0.6898185484,0.3213974958,False
3454,-0.1494736842,-0.1094166661,-0.04005701812,False
3455,-0.3178947368,-0.165203047,-0.1526916899,False
3456,-0.3389473684,-0.7199728956,0.3810255271,False
3457,-0.2547368421,-0.1230664964,-0.1316703457,False
3458,-0.36,-0.8355370655,0.4755370655,False
3459,-0.1663157895,-0.1179528587,-0.0483629308,False
3460,-0.12,-0.5870938476,0.4670938476,False
3461,-0.1915789474,-0.5921320377,0.4005530903,False
3462,-0.4021052632,-0.4002045146,-0.001900748585,False
3463,-0.3726315789,-0.3434331118,-0.02919846713,False
3464,-0.3810526316,-0.8043118595,0.4232592279,False
3465,-0.2252631579,-0.3430429796,0.1177798217,False
3466,-0.2505263158,-0.270029634,0.01950331822,False
3467,-0.4905263158,-0.6916070413,0.2010807255,False
3468,-0.1663157895,-0.5072733493,0.3409575598,False
3469,-0.2,-0.5478773977,0.3478773977,False
3470,-0.2631578947,-0.2586412394,-0.004516655326,False
3471,-0.4610526316,-0.7667870468,0.3057344152,False
3472,-0.4105263158,-0.6802362021,0.2697098863,False
3473,-0.08210526316,0.03231197967,-0.1144172428,True
3474,-0.2084210526,-0.1396329281,-0.06878812456,False
3475,-0.3810526316,-0.7314978503,0.3504452187,False
3476,-0.3642105263,-0.7164387566,0.3522282303,False
3477,-0.4357894737,-0.597580915,0.1617914413,False
3478,-0.1578947368,-0.1528506057,-0.005044131093,False
3479,-0.3221052632,-0.65263878,0.3305335168,False
3480,-0.1157894737,-0.3562378127,0.240448339,False
3481,-0.3263157895,-0.2284865903,-0.09782919922,False
3482,-0.2042105263,-0.4477582293,0.243547703,False
3483,-0.4231578947,-0.7978125595,0.3746546647,False
3484,-0.3810526316,-0.7069783072,0.3259256756,False
3485,-0.2968421053,-0.4443123312,0.1474702259,False
3486,-0.2757894737,-0.4201238705,0.1443343968,False
3487,-0.2631578947,-0.2574482355,-0.005709659281,False
3488,-0.2294736842,-0.2151025426,-0.01437114157,False
3489,-0.28,-0.3453784642,0.06537846416,False
3490,-0.2463157895,-0.4513005301,0.2049847407,False
3491,-0.2378947368,-0.7340416564,0.4961469196,False
3492,-0.1031578947,-0.1462409487,0.04308305399,False
3493,-0.2168421053,-0.4685330897,0.2516909844,False
3494,-0.1957894737,-0.2732333842,0.07744391055,False
3495,-0.09894736842,0.01554865687,-0.1144960253,True
3496,-0.3684210526,-0.8355563174,0.4671352648,False
3497,-0.3852631579,-0.7041090337,0.3188458758,False
3498,-0.2294736842,-0.3103752712,0.08090158696,False
3499,-0.1663157895,-0.4933379364,0.3270221469,False
3500,-0.2715789474,-0.5231233473,0.2515443999,False
3501,-0.3894736842,-0.7716557478,0.3821820635,False
3502,-0.2547368421,-0.5054675262,0.2507306841,False
3503,-0.3221052632,-0.6027479579,0.2806426947,False
3504,-0.1705263158,-0.5748301511,0.4043038353,False
3505,-0.3936842105,-0.7176538906,0.32396968,False
3506,-0.2463157895,-0.7037764705,0.457460681,False
3507,-0.3094736842,-0.7626621352,0.453188451,False
3508,-0.3221052632,-0.5490674405,0.2269621774,False
3509,-0.2252631579,-0.5914451325,0.3661819746,False
3510,-0.2084210526,-0.3840835863,0.1756625337,False
3511,-0.3473684211,-0.6816622354,0.3342938143,False
3512,-0.3010526316,-0.4415728871,0.1405202555,False
3513,-0.1621052632,-0.4652856534,0.3031803902,False
3514,-0.3221052632,-0.3026677112,-0.01943755197,False
3515,-0.2926315789,-0.7029558879,0.410324309,False
3516,-0.2126315789,-0.6391423282,0.4265107492,False
3517,-0.1705263158,-0.3991633257,0.2286370099,False
3518,-0.2757894737,-0.2301281503,-0.04566132335,False
3519,-0.2884210526,-0.2729096914,-0.01551136126,False
3520,-0.2631578947,-0.5975518059,0.3343939112,False
3521,-0.2926315789,-0.5633662042,0.2707346252,False
3522,-0.2,-0.5063987874,0.3063987874,False
3523,-0.4357894737,-0.552290413,0.1165009393,False
3524,-0.1705263158,-0.397185507,0.2266591912,False
3525,-0.3642105263,-0.7303578809,0.3661473546,False
3526,-0.2042105263,-0.1316500211,-0.07256050524,False
3527,-0.2210526316,-0.6184816431,0.3974290116,False
3528,-0.2968421053,-0.4354756928,0.1386335876,False
